sales_record_id,sales_order_id,created_date,created_time,last_updated_date,last_updated_time,sales_staff_id,counterparty_id,units_sold,unit_price,currency_id,design_id,agreed_payment_date,agreed_delivery_date,agreed_delivery_location_id
103090,4771,2023-10-16,14:33:09.948000,2023-10-16,14:33:09.948000,20,4,40336,2.24,1,81,2023-10-18,2023-10-21,14
103091,4772,2023-10-16,14:44:10.072000,2023-10-16,14:44:10.072000,19,16,67453,3.77,1,136,2023-10-17,2023-10-22,4
103092,4773,2023-10-16,14:45:09.700000,2023-10-16,14:45:09.700000,9,20,90257,2.74,1,104,2023-10-19,2023-10-21,28
103093,4774,2023-10-16,15:15:10.136000,2023-10-16,15:15:10.136000,6,8,54883,3.38,2,142,2023-10-18,2023-10-21,23
103094,4775,2023-10-16,15:16:09.753000,2023-10-16,15:16:09.753000,18,1,39643,3.17,1,40,2023-10-20,2023-10-22,21
103095,4776,2023-10-16,15:22:10.037000,2023-10-16,15:22:10.037000,17,1,92089,3.90,2,18,2023-10-19,2023-10-22,18
103096,4777,2023-10-16,17:00:09.948000,2023-10-16,17:00:09.948000,12,20,62226,3.01,1,154,2023-10-21,2023-10-20,25
103097,4778,2023-10-16,17:03:09.852000,2023-10-16,17:03:09.852000,15,14,54950,2.96,2,6,2023-10-20,2023-10-18,11
103098,4779,2023-10-16,17:36:10.089000,2023-10-16,17:36:10.089000,11,11,49630,3.35,1,13,2023-10-22,2023-10-20,5
103099,4780,2023-10-16,17:38:10.081000,2023-10-16,17:38:10.081000,18,2,96790,3.63,3,194,2023-10-19,2023-10-20,4
103100,4781,2023-10-16,18:20:09.890000,2023-10-16,18:20:09.890000,3,5,96646,2.08,3,61,2023-10-18,2023-10-17,11
103101,4782,2023-10-17,08:07:10.176000,2023-10-17,08:07:10.176000,3,14,72710,2.54,2,171,2023-10-20,2023-10-19,24
103102,4783,2023-10-17,08:15:09.990000,2023-10-17,08:15:09.990000,16,19,22367,2.43,3,118,2023-10-19,2023-10-22,7
103103,4784,2023-10-17,08:28:09.715000,2023-10-17,08:28:09.715000,15,5,76017,2.86,1,202,2023-10-20,2023-10-18,2
103104,4785,2023-10-17,08:46:10.126000,2023-10-17,08:46:10.126000,13,1,68730,3.39,3,145,2023-10-22,2023-10-21,30
103105,4786,2023-10-17,08:49:09.740000,2023-10-17,08:49:09.740000,12,1,56741,3.91,3,159,2023-10-19,2023-10-21,25
103106,4787,2023-10-17,09:47:09.824000,2023-10-17,09:47:09.824000,3,17,49409,3.84,1,212,2023-10-22,2023-10-18,12
103107,4788,2023-10-17,09:53:10.098000,2023-10-17,09:53:10.098000,13,8,84660,2.60,1,16,2023-10-21,2023-10-22,13
103108,4789,2023-10-17,10:51:10.292000,2023-10-17,10:51:10.292000,5,18,28154,3.57,3,206,2023-10-23,2023-10-22,25
103109,4790,2023-10-17,11:17:09.724000,2023-10-17,11:17:09.724000,13,16,10770,2.89,2,148,2023-10-19,2023-10-17,29
103110,4791,2023-10-17,11:19:10.144000,2023-10-17,11:19:10.144000,18,15,15647,2.80,3,69,2023-10-19,2023-10-22,6
103111,4792,2023-10-17,11:38:10.141000,2023-10-17,11:38:10.141000,9,10,21584,2.91,2,85,2023-10-20,2023-10-18,27
103112,4793,2023-10-17,12:30:10.303000,2023-10-17,12:30:10.303000,14,9,50067,3.84,1,28,2023-10-19,2023-10-17,13
103113,4794,2023-10-17,12:40:10.214000,2023-10-17,12:40:10.214000,4,3,1936,3.42,1,43,2023-10-22,2023-10-21,17
103114,4795,2023-10-17,13:33:10.096000,2023-10-17,13:33:10.096000,9,3,93901,3.97,2,125,2023-10-22,2023-10-18,10
103115,4796,2023-10-17,14:04:10.031000,2023-10-17,14:04:10.031000,6,1,68980,3.48,3,225,2023-10-23,2023-10-22,20
103116,4797,2023-10-17,14:07:09.710000,2023-10-17,14:07:09.710000,9,18,65695,2.98,2,225,2023-10-20,2023-10-23,5
103117,4798,2023-10-17,14:12:09.793000,2023-10-17,14:12:09.793000,19,8,22999,3.71,1,168,2023-10-18,2023-10-17,5
103118,4799,2023-10-17,14:19:10.120000,2023-10-17,14:19:10.120000,1,17,73526,2.74,1,218,2023-10-17,2023-10-22,17
103119,4800,2023-10-17,14:29:09.799000,2023-10-17,14:29:09.799000,6,2,24669,2.40,2,80,2023-10-18,2023-10-20,4
103120,4801,2023-10-17,14:49:09.990000,2023-10-17,14:49:09.990000,14,13,10453,3.10,1,190,2023-10-18,2023-10-21,30
103121,4802,2023-10-17,14:59:09.723000,2023-10-17,14:59:09.723000,7,11,28139,3.41,1,200,2023-10-18,2023-10-19,10
103122,4803,2023-10-17,15:22:10.018000,2023-10-17,15:22:10.018000,8,18,50896,3.96,3,215,2023-10-18,2023-10-20,23
103123,4804,2023-10-17,16:10:09.996000,2023-10-17,16:10:09.996000,5,2,6238,2.03,2,77,2023-10-22,2023-10-23,30
103124,4805,2023-10-17,16:14:10.141000,2023-10-17,16:14:10.141000,2,16,1041,2.49,3,209,2023-10-17,2023-10-19,7
103125,4806,2023-10-17,16:15:09.668000,2023-10-17,16:15:09.668000,11,20,36912,2.08,1,117,2023-10-19,2023-10-18,18
103126,4807,2023-10-17,16:30:10.304000,2023-10-17,16:30:10.304000,6,17,53656,3.45,3,198,2023-10-20,2023-10-23,13
103127,4808,2023-10-17,17:04:09.829000,2023-10-17,17:04:09.829000,12,13,58989,3.15,1,208,2023-10-21,2023-10-21,6
103128,4809,2023-10-17,17:38:09.827000,2023-10-17,17:38:09.827000,11,1,90430,3.56,2,89,2023-10-20,2023-10-24,5
103129,4810,2023-10-17,17:39:09.851000,2023-10-17,17:39:09.851000,20,17,69605,2.52,2,218,2023-10-22,2023-10-20,24
103130,4811,2023-10-17,18:24:10.221000,2023-10-17,18:24:10.221000,13,9,99251,2.98,3,111,2023-10-18,2023-10-23,7
103131,4812,2023-10-17,18:43:09.833000,2023-10-17,18:43:09.833000,16,1,99143,2.90,2,20,2023-10-21,2023-10-19,20
103132,4813,2023-10-18,08:27:10.094000,2023-10-18,08:27:10.094000,4,11,93891,3.42,2,198,2023-10-21,2023-10-21,2
103133,4814,2023-10-18,08:31:09.963000,2023-10-18,08:31:09.963000,2,5,79347,3.30,1,104,2023-10-23,2023-10-22,2
103134,4815,2023-10-18,08:41:09.662000,2023-10-18,08:41:09.662000,12,17,76708,2.18,3,19,2023-10-20,2023-10-21,30
103135,4816,2023-10-18,08:57:10.041000,2023-10-18,08:57:10.041000,6,2,49991,2.29,3,46,2023-10-20,2023-10-20,22
103136,4817,2023-10-18,09:08:09.867000,2023-10-18,09:08:09.867000,10,13,54287,2.00,2,54,2023-10-20,2023-10-18,2
103137,4818,2023-10-18,09:22:09.995000,2023-10-18,09:22:09.995000,20,19,76604,2.02,3,35,2023-10-19,2023-10-22,17
103138,4819,2023-10-18,09:34:09.845000,2023-10-18,09:34:09.845000,17,2,87459,2.00,1,151,2023-10-22,2023-10-21,17
103139,4820,2023-10-18,10:01:10.018000,2023-10-18,10:01:10.018000,9,12,53934,2.07,1,153,2023-10-21,2023-10-19,10
103140,4821,2023-10-18,10:47:09.716000,2023-10-18,10:47:09.716000,13,13,35411,3.98,1,142,2023-10-19,2023-10-22,4
103141,4822,2023-10-18,10:56:09.984000,2023-10-18,10:56:09.984000,1,7,32050,3.44,3,191,2023-10-20,2023-10-21,18
103142,4823,2023-10-18,11:07:09.770000,2023-10-18,11:07:09.770000,15,5,48217,2.85,2,8,2023-10-19,2023-10-19,15
103143,4824,2023-10-18,11:10:10.042000,2023-10-18,11:10:10.042000,8,16,90734,2.66,1,40,2023-10-24,2023-10-24,1
103144,4825,2023-10-18,13:02:09.933000,2023-10-18,13:02:09.933000,13,16,18882,2.48,2,16,2023-10-20,2023-10-25,22
103145,4826,2023-10-18,14:30:10.288000,2023-10-18,14:30:10.288000,17,13,82057,3.73,1,66,2023-10-22,2023-10-24,11
103146,4827,2023-10-18,14:31:09.872000,2023-10-18,14:31:09.872000,19,2,73233,3.33,3,227,2023-10-24,2023-10-18,25
103147,4828,2023-10-18,14:43:09.859000,2023-10-18,14:43:09.859000,15,11,81803,3.13,1,199,2023-10-23,2023-10-19,29
103148,4829,2023-10-18,15:11:09.853000,2023-10-18,15:11:09.853000,7,6,89784,2.19,2,146,2023-10-24,2023-10-19,5
103149,4830,2023-10-18,15:28:10.396000,2023-10-18,15:28:10.396000,3,19,90914,3.04,3,229,2023-10-24,2023-10-22,28
103150,2067,2023-05-03,12:18:09.654000,2023-05-03,12:18:09.654000,14,20,91738,2.48,2,120,2023-05-06,2023-05-06,20
103151,4831,2023-10-18,16:17:09.847000,2023-10-18,16:17:09.847000,5,5,39551,3.12,1,67,2023-10-21,2023-10-19,27
103152,4832,2023-10-18,16:56:09.899000,2023-10-18,16:56:09.899000,18,3,80305,3.80,1,155,2023-10-22,2023-10-19,19
103153,4833,2023-10-18,17:03:09.807000,2023-10-18,17:03:09.807000,14,20,54194,3.49,2,185,2023-10-23,2023-10-24,4
103154,4834,2023-10-18,18:02:09.731000,2023-10-18,18:02:09.731000,18,1,56401,2.85,2,130,2023-10-22,2023-10-24,14
103155,4835,2023-10-18,18:04:10.058000,2023-10-18,18:04:10.058000,2,13,18274,3.29,3,8,2023-10-22,2023-10-23,27
103156,7770,2024-04-12,12:29:09.779000,2024-04-12,12:29:09.779000,8,10,60241,3.56,3,205,2024-04-16,2024-04-16,26
103157,4837,2023-10-18,18:47:09.940000,2023-10-18,18:47:09.940000,2,19,68190,3.31,3,58,2023-10-22,2023-10-19,21
103158,4838,2023-10-19,08:13:10.307000,2023-10-19,08:13:10.307000,15,18,2683,3.41,3,85,2023-10-24,2023-10-22,29
103159,4839,2023-10-19,08:39:09.823000,2023-10-19,08:39:09.823000,20,2,99751,2.01,2,45,2023-10-22,2023-10-22,13
103160,4840,2023-10-19,08:45:10.124000,2023-10-19,08:45:10.124000,7,5,24619,2.69,2,76,2023-10-24,2023-10-25,26
103161,4841,2023-10-19,11:22:09.774000,2023-10-19,11:22:09.774000,11,13,41318,3.51,2,42,2023-10-21,2023-10-20,9
103162,4842,2023-10-19,12:33:09.800000,2023-10-19,12:33:09.800000,16,5,13102,3.23,1,89,2023-10-20,2023-10-21,25
103163,4843,2023-10-19,12:38:10.024000,2023-10-19,12:38:10.024000,17,20,38510,2.64,3,159,2023-10-23,2023-10-19,25
103164,4844,2023-10-19,12:49:09.910000,2023-10-19,12:49:09.910000,15,20,82402,2.59,3,207,2023-10-21,2023-10-24,28
103165,4845,2023-10-19,13:15:10.127000,2023-10-19,13:15:10.127000,18,20,53082,3.07,2,141,2023-10-22,2023-10-25,24
103166,4846,2023-10-19,14:33:09.792000,2023-10-19,14:33:09.792000,6,2,77350,2.58,1,4,2023-10-20,2023-10-20,28
103167,4847,2023-10-19,15:06:09.986000,2023-10-19,15:06:09.986000,16,15,56968,3.98,1,175,2023-10-20,2023-10-20,11
103168,4848,2023-10-19,16:01:09.982000,2023-10-19,16:01:09.982000,16,9,21293,3.49,3,40,2023-10-22,2023-10-21,8
103169,4849,2023-10-19,16:18:09.798000,2023-10-19,16:18:09.798000,12,14,91667,3.00,2,161,2023-10-25,2023-10-20,16
103170,4850,2023-10-19,16:21:10.108000,2023-10-19,16:21:10.108000,5,15,75383,3.58,3,208,2023-10-23,2023-10-19,23
103171,4851,2023-10-19,17:02:09.692000,2023-10-19,17:02:09.692000,1,7,96009,2.94,3,81,2023-10-21,2023-10-21,19
103172,4852,2023-10-19,18:11:10.075000,2023-10-19,18:11:10.075000,13,13,40189,3.65,2,82,2023-10-21,2023-10-26,5
103173,4853,2023-10-20,09:51:09.771000,2023-10-20,09:51:09.771000,17,11,62855,3.67,3,45,2023-10-22,2023-10-25,20
103174,4854,2023-10-20,10:43:09.765000,2023-10-20,10:43:09.765000,18,9,60754,2.84,1,80,2023-10-21,2023-10-22,19
103175,4855,2023-10-20,11:55:09.737000,2023-10-20,11:55:09.737000,4,3,39738,3.53,2,186,2023-10-25,2023-10-20,11
103176,4856,2023-10-20,12:51:09.827000,2023-10-20,12:51:09.827000,1,15,10672,3.07,1,85,2023-10-20,2023-10-24,7
103177,4857,2023-10-20,13:17:09.775000,2023-10-20,13:17:09.775000,4,7,67701,2.25,3,67,2023-10-24,2023-10-22,23
103178,4858,2023-10-20,13:25:09.716000,2023-10-20,13:25:09.716000,2,5,11319,2.68,3,144,2023-10-21,2023-10-24,8
103179,4859,2023-10-20,13:41:09.884000,2023-10-20,13:41:09.884000,18,20,74141,3.28,2,118,2023-10-22,2023-10-21,22
103180,4860,2023-10-20,13:49:09.988000,2023-10-20,13:49:09.988000,5,2,20890,3.82,3,92,2023-10-24,2023-10-21,3
103181,4861,2023-10-20,15:15:09.728000,2023-10-20,15:15:09.728000,1,6,75839,2.79,1,94,2023-10-22,2023-10-20,6
103182,4862,2023-10-20,15:29:10.075000,2023-10-20,15:29:10.075000,4,1,67682,3.40,1,124,2023-10-25,2023-10-25,2
103183,4863,2023-10-20,15:30:09.703000,2023-10-20,15:30:09.703000,19,4,33288,2.22,1,12,2023-10-24,2023-10-22,10
103184,4864,2023-10-20,16:10:09.814000,2023-10-20,16:10:09.814000,4,12,34378,3.95,1,210,2023-10-23,2023-10-25,21
103185,4865,2023-10-20,16:15:10.340000,2023-10-20,16:15:10.340000,8,13,37367,2.07,3,85,2023-10-22,2023-10-27,1
103186,4866,2023-10-20,16:38:10.119000,2023-10-20,16:38:10.119000,1,2,55050,3.93,3,192,2023-10-22,2023-10-26,24
103187,4867,2023-10-20,16:49:10.071000,2023-10-20,16:49:10.071000,14,18,22888,3.19,1,161,2023-10-24,2023-10-21,4
103188,4868,2023-10-20,16:59:09.691000,2023-10-20,16:59:09.691000,13,20,20581,3.18,1,15,2023-10-22,2023-10-23,22
103189,4869,2023-10-20,17:07:10.198000,2023-10-20,17:07:10.198000,8,5,78089,3.37,1,43,2023-10-26,2023-10-23,7
103190,4870,2023-10-20,18:10:09.777000,2023-10-20,18:10:09.777000,12,1,62133,2.32,2,211,2023-10-22,2023-10-25,28
103191,4871,2023-10-20,18:51:10.143000,2023-10-20,18:51:10.143000,9,19,37458,3.34,3,159,2023-10-23,2023-10-27,4
103192,4872,2023-10-20,18:57:09.936000,2023-10-20,18:57:09.936000,5,7,31335,3.89,1,151,2023-10-21,2023-10-26,16
103193,4873,2023-10-23,08:08:10.040000,2023-10-23,08:08:10.040000,16,19,6393,3.50,2,169,2023-10-28,2023-10-23,25
103194,4874,2023-10-23,08:13:09.951000,2023-10-23,08:13:09.951000,5,20,59810,2.95,1,132,2023-10-28,2023-10-28,7
103195,4875,2023-10-23,08:14:09.742000,2023-10-23,08:14:09.742000,14,17,31548,3.66,3,160,2023-10-24,2023-10-26,23
103196,4876,2023-10-23,08:17:09.735000,2023-10-23,08:17:09.735000,2,16,17767,2.67,2,59,2023-10-28,2023-10-30,18
103197,4877,2023-10-23,09:31:09.832000,2023-10-23,09:31:09.832000,11,8,51927,2.33,1,88,2023-10-27,2023-10-30,28
103198,4878,2023-10-23,09:47:10.045000,2023-10-23,09:47:10.045000,10,7,65980,2.76,1,197,2023-10-24,2023-10-24,17
103199,4879,2023-10-23,09:53:09.743000,2023-10-23,09:53:09.743000,12,13,50435,2.86,1,153,2023-10-23,2023-10-28,2
103200,4880,2023-10-23,10:37:09.902000,2023-10-23,10:37:09.902000,18,7,7398,3.10,2,153,2023-10-27,2023-10-26,15
103201,4881,2023-10-23,10:56:10.107000,2023-10-23,10:56:10.107000,15,18,79478,2.47,1,189,2023-10-28,2023-10-26,18
103202,4882,2023-10-23,11:15:09.739000,2023-10-23,11:15:09.739000,2,18,58508,2.74,2,33,2023-10-26,2023-10-23,25
103203,4883,2023-10-23,11:31:10.112000,2023-10-23,11:31:10.112000,16,9,26369,2.43,2,98,2023-10-27,2023-10-30,14
103204,4884,2023-10-23,12:17:09.792000,2023-10-23,12:17:09.792000,14,11,75317,3.43,2,165,2023-10-28,2023-10-30,7
103205,4885,2023-10-23,13:04:10.098000,2023-10-23,13:04:10.098000,10,1,80423,2.78,2,3,2023-10-28,2023-10-26,10
103206,4886,2023-10-23,13:43:09.891000,2023-10-23,13:43:09.891000,4,3,2292,3.38,1,64,2023-10-26,2023-10-28,4
103207,4887,2023-10-23,14:04:09.765000,2023-10-23,14:04:09.765000,7,11,90164,3.48,2,164,2023-10-27,2023-10-30,15
103208,4888,2023-10-23,14:27:10.132000,2023-10-23,14:27:10.132000,9,5,18124,2.30,1,30,2023-10-24,2023-10-24,26
103209,4889,2023-10-23,15:01:09.818000,2023-10-23,15:01:09.818000,2,1,4308,3.59,3,22,2023-10-29,2023-10-24,17
103210,4890,2023-10-23,15:36:10.008000,2023-10-23,15:36:10.008000,3,13,71174,3.42,3,64,2023-10-25,2023-10-26,30
103211,4891,2023-10-23,15:54:09.726000,2023-10-23,15:54:09.726000,17,13,31533,2.98,1,187,2023-10-29,2023-10-25,11
103212,4892,2023-10-23,16:32:09.789000,2023-10-23,16:32:09.789000,6,5,48047,2.29,1,187,2023-10-28,2023-10-26,20
103213,7771,2024-04-12,12:35:09.950000,2024-04-12,12:35:09.950000,8,17,77580,3.63,2,98,2024-04-18,2024-04-15,15
103214,4894,2023-10-23,16:52:09.857000,2023-10-23,16:52:09.857000,4,15,76191,3.37,1,18,2023-10-23,2023-10-29,27
103215,4895,2023-10-23,17:24:10.016000,2023-10-23,17:24:10.016000,18,9,65505,3.58,3,145,2023-10-23,2023-10-26,5
103216,4896,2023-10-23,17:33:10.323000,2023-10-23,17:33:10.323000,7,10,79110,3.49,2,81,2023-10-29,2023-10-28,27
103217,4897,2023-10-23,17:43:09.675000,2023-10-23,17:43:09.675000,13,19,75708,2.92,3,91,2023-10-25,2023-10-27,15
103218,4898,2023-10-23,18:00:10.178000,2023-10-23,18:00:10.178000,7,16,38131,3.89,1,83,2023-10-23,2023-10-24,11
103219,4899,2023-10-23,18:38:09.862000,2023-10-23,18:38:09.862000,7,14,39005,3.94,3,18,2023-10-28,2023-10-24,4
103220,4900,2023-10-23,18:50:09.935000,2023-10-23,18:50:09.935000,4,15,63690,2.29,3,219,2023-10-28,2023-10-23,3
103221,4901,2023-10-23,18:51:09.758000,2023-10-23,18:51:09.758000,20,15,35589,3.17,1,116,2023-10-29,2023-10-25,8
103222,4902,2023-10-24,08:04:09.890000,2023-10-24,08:04:09.890000,1,11,98481,2.20,2,37,2023-10-29,2023-10-31,13
103223,4903,2023-10-24,08:37:09.653000,2023-10-24,08:37:09.653000,18,3,56126,3.57,1,54,2023-10-24,2023-10-27,17
103224,4904,2023-10-24,09:00:10.113000,2023-10-24,09:00:10.113000,18,16,95631,2.42,1,51,2023-10-26,2023-10-27,17
103225,4905,2023-10-24,10:28:09.918000,2023-10-24,10:28:09.918000,1,12,65088,2.56,3,207,2023-10-27,2023-10-24,22
103226,4906,2023-10-24,10:43:09.757000,2023-10-24,10:43:09.757000,14,16,14840,2.26,2,225,2023-10-27,2023-10-25,27
103227,4907,2023-10-24,12:45:09.957000,2023-10-24,12:45:09.957000,18,2,25880,2.73,3,5,2023-10-26,2023-10-28,28
103228,4908,2023-10-24,13:10:10.089000,2023-10-24,13:10:10.089000,10,9,64054,3.95,3,106,2023-10-30,2023-10-27,17
103229,4909,2023-10-24,14:01:09.744000,2023-10-24,14:01:09.744000,19,7,81185,3.80,2,94,2023-10-26,2023-10-28,17
103230,4910,2023-10-24,14:25:13.059000,2023-10-24,14:25:13.059000,7,5,45513,2.48,2,158,2023-10-25,2023-10-24,21
103231,4911,2023-10-24,14:29:10.066000,2023-10-24,14:29:10.066000,17,19,14334,3.26,1,113,2023-10-25,2023-10-31,29
103232,4912,2023-10-24,14:38:09.766000,2023-10-24,14:38:09.766000,19,9,85187,3.28,2,48,2023-10-30,2023-10-28,27
103233,4913,2023-10-24,15:42:09.961000,2023-10-24,15:42:09.961000,17,18,96073,2.85,3,127,2023-10-27,2023-10-27,2
103234,4914,2023-10-24,16:52:10.002000,2023-10-24,16:52:10.002000,17,20,74771,2.44,1,194,2023-10-28,2023-10-29,30
103235,4915,2023-10-24,17:14:09.871000,2023-10-24,17:14:09.871000,3,10,40104,2.59,3,215,2023-10-27,2023-10-27,8
103236,4916,2023-10-24,17:36:10.311000,2023-10-24,17:36:10.311000,20,15,41991,3.12,3,168,2023-10-28,2023-10-27,26
103237,4917,2023-10-24,17:38:09.815000,2023-10-24,17:38:09.815000,10,2,60736,3.65,2,226,2023-10-27,2023-10-26,11
103238,4918,2023-10-24,18:54:10.077000,2023-10-24,18:54:10.077000,13,14,37396,2.51,1,113,2023-10-25,2023-10-30,14
103239,4919,2023-10-25,08:00:13.456000,2023-10-25,08:00:13.456000,15,12,68162,2.42,1,17,2023-10-27,2023-10-26,15
103240,4920,2023-10-25,08:01:10.126000,2023-10-25,08:01:10.126000,7,7,13047,2.46,1,132,2023-10-31,2023-10-26,9
103241,4921,2023-10-25,08:42:09.755000,2023-10-25,08:42:09.755000,9,6,75592,3.48,1,196,2023-10-31,2023-10-25,29
103242,4922,2023-10-25,08:47:10.373000,2023-10-25,08:47:10.373000,2,9,5215,3.96,3,44,2023-10-28,2023-10-26,10
103243,4923,2023-10-25,09:17:09.730000,2023-10-25,09:17:09.730000,8,8,55067,2.90,1,99,2023-10-26,2023-10-28,10
103244,4924,2023-10-25,09:40:09.679000,2023-10-25,09:40:09.679000,5,4,17757,3.45,3,3,2023-10-30,2023-10-31,11
103245,4925,2023-10-25,12:48:10.004000,2023-10-25,12:48:10.004000,14,2,26116,2.32,3,211,2023-10-26,2023-10-31,5
103246,4926,2023-10-25,12:57:09.786000,2023-10-25,12:57:09.786000,3,10,59610,2.59,3,215,2023-10-28,2023-10-31,17
103247,4927,2023-10-25,13:34:10.140000,2023-10-25,13:34:10.140000,6,19,96960,2.50,2,44,2023-10-26,2023-10-29,19
103248,4928,2023-10-25,14:12:10.135000,2023-10-25,14:12:10.135000,6,8,50258,2.59,2,231,2023-10-27,2023-10-31,11
103249,2009,2023-04-28,17:34:10.252000,2023-04-28,17:34:10.252000,5,15,18882,2.69,1,19,2023-04-30,2023-10-27,29
103250,4929,2023-10-25,14:38:10.153000,2023-10-25,14:38:10.153000,16,17,99699,2.07,2,61,2023-10-27,2023-10-29,27
103251,4930,2023-10-25,15:38:10.092000,2023-10-25,15:38:10.092000,19,2,41025,2.36,1,154,2023-10-28,2023-11-01,22
103252,4931,2023-10-25,16:18:09.852000,2023-10-25,16:18:09.852000,4,15,92960,2.77,2,123,2023-10-29,2023-10-26,10
103253,4932,2023-10-25,16:23:09.914000,2023-10-25,16:23:09.914000,8,1,74753,2.95,2,118,2023-10-31,2023-10-27,14
103254,4933,2023-10-25,16:43:09.811000,2023-10-25,16:43:09.811000,11,12,8731,3.53,1,135,2023-10-30,2023-10-31,25
103255,4934,2023-10-25,16:50:10.101000,2023-10-25,16:50:10.101000,7,10,73643,3.62,1,36,2023-10-31,2023-10-30,27
103256,4935,2023-10-25,17:24:09.961000,2023-10-25,17:24:09.961000,12,5,63413,3.77,3,17,2023-10-31,2023-11-01,28
103257,4936,2023-10-25,17:25:09.780000,2023-10-25,17:25:09.780000,5,11,95839,2.62,2,60,2023-10-25,2023-11-01,3
103258,4937,2023-10-25,17:28:09.793000,2023-10-25,17:28:09.793000,3,8,54664,3.18,2,112,2023-10-26,2023-10-27,10
103259,4938,2023-10-25,17:45:09.766000,2023-10-25,17:45:09.766000,4,2,51140,2.56,1,157,2023-10-25,2023-10-28,22
103260,4939,2023-10-25,18:14:10.070000,2023-10-25,18:14:10.070000,19,6,3022,2.62,3,216,2023-10-31,2023-10-28,22
103261,4940,2023-10-25,18:16:10.066000,2023-10-25,18:16:10.066000,12,8,70303,3.58,3,172,2023-10-25,2023-10-28,18
103262,4941,2023-10-25,18:48:09.841000,2023-10-25,18:48:09.841000,3,12,81007,2.35,1,120,2023-10-30,2023-10-31,7
103263,4942,2023-10-26,08:56:10.141000,2023-10-26,08:56:10.141000,2,8,72070,3.86,1,206,2023-10-31,2023-10-27,15
103264,4943,2023-10-26,09:28:10.158000,2023-10-26,09:28:10.158000,7,18,77061,3.50,1,35,2023-10-29,2023-10-30,6
103265,4944,2023-10-26,09:45:10.083000,2023-10-26,09:45:10.083000,9,13,18856,3.48,2,72,2023-10-27,2023-11-02,29
103266,4945,2023-10-26,09:56:09.847000,2023-10-26,09:56:09.847000,8,17,4700,3.91,3,152,2023-10-31,2023-10-30,18
103267,4946,2023-10-26,10:20:10.504000,2023-10-26,10:20:10.504000,5,16,31211,2.00,2,96,2023-10-26,2023-10-28,6
103268,4947,2023-10-26,11:26:09.842000,2023-10-26,11:26:09.842000,17,1,83158,2.70,3,110,2023-10-31,2023-10-27,2
103269,4948,2023-10-26,11:49:09.853000,2023-10-26,11:49:09.853000,11,17,24364,2.04,3,29,2023-10-28,2023-10-27,28
103270,4949,2023-10-26,12:38:09.816000,2023-10-26,12:38:09.816000,1,10,75695,2.39,1,70,2023-10-27,2023-10-30,17
103271,4950,2023-10-26,13:22:10.087000,2023-10-26,13:22:10.087000,8,1,79176,3.61,1,209,2023-10-31,2023-11-01,14
103272,4951,2023-10-26,13:51:10.112000,2023-10-26,13:51:10.112000,9,4,60671,2.04,1,124,2023-10-30,2023-10-31,8
103273,4952,2023-10-26,15:09:10.101000,2023-10-26,15:09:10.101000,16,12,64484,3.31,3,155,2023-10-27,2023-11-02,5
103274,4953,2023-10-26,15:22:09.894000,2023-10-26,15:22:09.894000,11,16,91984,3.32,3,4,2023-10-28,2023-10-31,20
103275,4954,2023-10-26,16:19:09.872000,2023-10-26,16:19:09.872000,3,4,40201,2.21,2,80,2023-11-01,2023-10-30,22
103276,4955,2023-10-26,16:24:10.156000,2023-10-26,16:24:10.156000,19,2,66832,3.51,2,174,2023-10-29,2023-10-31,10
103277,4956,2023-10-26,16:39:09.949000,2023-10-26,16:39:09.949000,20,2,72356,2.47,2,67,2023-10-28,2023-10-29,4
103278,4957,2023-10-26,16:45:10.362000,2023-10-26,16:45:10.362000,15,5,86293,3.65,1,149,2023-10-30,2023-10-29,8
103279,4958,2023-10-26,17:56:09.724000,2023-10-26,17:56:09.724000,8,7,9031,3.52,3,140,2023-10-27,2023-10-31,23
103280,4959,2023-10-26,18:20:10.081000,2023-10-26,18:20:10.081000,8,18,4086,3.75,2,237,2023-10-30,2023-10-31,30
103281,4960,2023-10-26,18:58:09.891000,2023-10-26,18:58:09.891000,4,3,60709,3.94,3,145,2023-10-28,2023-10-27,21
103282,4961,2023-10-27,09:05:09.811000,2023-10-27,09:05:09.811000,11,20,30032,3.68,3,154,2023-10-29,2023-11-02,15
103283,4962,2023-10-27,09:55:10.063000,2023-10-27,09:55:10.063000,3,7,47902,3.97,3,177,2023-10-27,2023-10-28,11
103284,4963,2023-10-27,09:58:09.856000,2023-10-27,09:58:09.856000,9,16,10998,2.82,3,49,2023-10-30,2023-10-28,16
103285,4964,2023-10-27,10:25:10.263000,2023-10-27,10:25:10.263000,2,11,9824,3.40,2,99,2023-11-02,2023-11-03,17
103286,4965,2023-10-27,10:49:09.787000,2023-10-27,10:49:09.787000,14,17,86883,2.93,2,49,2023-10-31,2023-10-29,7
103287,4966,2023-10-27,12:03:10.102000,2023-10-27,12:03:10.102000,19,2,36830,3.04,1,119,2023-10-28,2023-10-28,10
103288,4967,2023-10-27,12:39:10.098000,2023-10-27,12:39:10.098000,12,18,66821,3.06,2,11,2023-10-30,2023-11-02,26
103289,4968,2023-10-27,12:50:09.765000,2023-10-27,12:50:09.765000,7,1,25746,3.05,1,26,2023-10-31,2023-10-29,15
103290,4969,2023-10-27,13:50:10.024000,2023-10-27,13:50:10.024000,3,14,96168,3.04,1,175,2023-11-01,2023-11-02,13
